form,exp,type,geozone,date,stemp,btemp,btime,start,visib,maxdepth,current,habitat,species,abundance,year,as_as_date,quarter_year,lat,lon,lat2,lon2,state,semester,abundance2,maxsst30,maxsst60,maxsst90,maxsst180,maxsst360,maxanom30,maxanom60,maxanom90,maxanom180,maxanom360,maxsst30_days,maxsst60_days,maxsst90_days,maxsst180_days,maxsst360_days,maxanom30_days,maxanom60_days,maxanom90_days,maxanom180_days,maxanom360_days
5075202,E,3,29010001,8/13/13,0,50,46,10,1,9,3,2,173,2,2013,8/13/13,Q3.2013,48 21.88,-124 43.62,48.21880,-124.43620,WA,2.2013,2,12.42,12.78,12.78,12.78,12.78,0.05,0.76,1.36,1.36,1.38,28,42,42,42,42,28,42,72,72,252
5067684,E,3,28210003,1/19/13,38,46,40,10,2,6,3,2,173,2,2013,1/19/13,Q1.2013,47 14.34,-122 37.94,47.14340,-122.37940,WA,1.2013,2,8.64,9.91,10.87,15.15,15.15,0.21,0.34,0.38,2.00,2.00,27,56,74,155,155,23,46,74,154,154
5051831,N,3,23200003,9/21/11,63,47,55,15,3,10,3,8,173,3,2011,9/21/11,Q3.2011,47 43.45,-122 52.50,47.43450,-122.52500,WA,2.2011,11,14.71,14.71,14.71,14.71,14.71,1.79,1.79,1.79,1.79,1.79,26,26,26,26,26,26,26,26,26,26
5074434,E,3,23304005,8/7/13,63,50,56,10,2,11,3,12,173,3,2013,8/7/13,Q3.2013,47 26.167,-123 07.189,47.26167,-123.07189,WA,2.2013,11,15.31,15.31,15.31,15.31,15.76,2.64,2.64,2.64,2.64,2.88,3,3,3,3,355,28,30,30,30,354
5117490,E,3,22120005,9/22/16,51,51,45,10,2,8,2,11,173,0,2016,9/22/16,Q3.2016,48 26.524,-122 55.857,48.26524,-122.55857,WA,2.2016,0,15.19,15.19,15.45,15.45,15.45,3.13,3.13,3.35,4.11,4.11,26,26,63,63,63,26,26,63,131,131
5122952,E,3,23304005,2/18/17,0,47,50,14,1,9,3,11,173,1,2017,2/18/17,Q1.2017,47 26.167,-123 07.189,47.26167,-123.07189,WA,1.2017,1,8.15,8.50,11.13,14.50,15.57,0.29,0.29,1.66,1.91,2.96,27,55,86,175,212,27,27,79,175,302
5053268,N,3,13650201,12/2/11,40,40,47,11,3,7,2,2,173,2,2011,12/2/11,Q4.2011,49 33.625,-123 14.126,49.33625,-123.14126,BC,2.2011,2,9.44,12.68,16.88,18.14,18.14,NaN,NaN,NaN,NaN,NaN,29,59,84,103,103,29,59,89,179,359
5024004,E,3,41140413,5/28/09,0,50,38,9,3,10,3,8,173,0,2009,5/28/09,Q2.2009,36 33.40,-121 58.28,36.33400,-121.58280,CA,1.2009,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29,59,89,179,359,29,59,89,179,359
5026349,E,3,27030106,8/12/09,0,50,49,12,2,7,3,2,173,2,2009,8/12/09,Q3.2009,48 23.36,-124 42.66,48.23360,-124.42660,WA,2.2009,2,11.78,11.78,11.78,11.78,12.00,-0.59,-0.39,0.10,0.19,0.94,26,26,26,26,347,26,54,87,95,261
5059598,E,3,34010104,6/23/12,0,46,48,12,1,7,2,2,173,3,2012,6/23/12,Q2.2012,42 41.748,-124 28.486,42.41748,-124.28486,OR,1.2012,11,11.06,11.56,11.56,11.56,14.01,-0.82,0.80,0.80,0.80,2.34,14,55,55,55,253,14,55,55,55,253
62092,E,3,27030105,8/19/07,0,49,56,15,4,10,3,11,173,3,2007,8/19/07,Q3.2007,48 23.52,-124 41.80,48.23520,-124.41800,WA,2.2007,11,13.36,13.36,13.36,13.36,13.36,0.97,0.97,0.97,0.97,0.97,26,26,26,26,26,26,26,26,26,26
5077296,E,3,22150003,10/10/13,0,50,56,9,2,12,2,12,173,3,2013,10/10/13,Q4.2013,48 39.20,-123 05.08,48.39200,-123.05080,WA,2.2013,11,13.12,13.14,14.03,14.03,14.03,1.50,1.50,1.80,1.80,1.80,26,37,85,85,85,26,26,85,85,85
5068496,E,3,28100002,2/24/13,48,47,75,17,3,9,2,2,173,3,2013,2/24/13,Q1.2013,47 35.168,-122 32.862,47.35168,-122.32862,WA,1.2013,11,7.61,8.56,9.68,14.19,15.12,0.02,0.22,0.36,1.47,2.00,8,59,86,169,190,8,59,82,169,190
5116419,E,3,27030203,8/26/16,0,50,53,11,2,10,1,2,173,1,2016,8/26/16,Q3.2016,48 22.43,-124 34.26,48.22430,-124.34260,WA,2.2016,1,12.94,12.94,12.94,12.94,12.94,0.92,0.92,1.01,2.12,2.12,6,6,6,6,6,6,6,83,128,128
5074115,E,3,32010107,7/31/13,53,53,35,17,3,11,3,8,173,2,2013,7/31/13,Q3.2013,44 33.023,-124 06.913,44.33023,-124.06913,OR,2.2013,2,16.08,16.35,16.35,16.35,16.35,2.63,2.97,2.97,2.97,2.97,29,31,31,31,31,29,31,31,31,31
5102461,E,3,27030107,8/20/15,52,52,65,10,2,10,2,1,173,0,2015,8/20/15,Q3.2015,48 23.45,-124 42.90,48.23450,-124.42900,WA,2.2015,0,13.86,13.86,13.86,13.86,13.86,1.45,1.45,1.45,1.98,3.48,20,20,20,20,20,20,20,20,146,292
5075109,E,3,29010001,8/13/13,0,53,48,10,1,8,2,2,173,2,2013,8/13/13,Q3.2013,48 21.88,-124 43.62,48.21880,-124.43620,WA,2.2013,2,12.42,12.78,12.78,12.78,12.78,0.05,0.76,1.36,1.36,1.38,28,42,42,42,42,28,42,72,72,252
5066665,N,3,24020003,12/30/12,46,48,50,11,2,12,3,12,173,2,2012,12/30/12,Q4.2012,47 54.349,-122 22.612,47.54349,-122.22612,WA,2.2012,2,9.43,10.76,12.18,15.00,15.00,0.36,0.63,0.63,1.93,1.93,29,54,89,135,135,28,54,54,134,134
5017505,E,3,27030209,8/21/08,0,51,39,14,3,8,1,2,173,3,2008,8/21/08,Q3.2008,48 22.95,-124 35.36,48.22950,-124.35360,WA,2.2008,11,12.10,12.10,12.10,12.10,12.10,-0.02,-0.02,-0.02,-0.02,1.69,7,7,7,7,7,7,7,7,7,303
5083485,E,3,23301012,4/13/14,0,47,28,14,2,6,3,2,173,3,2014,4/13/14,Q2.2014,47 33.879,-123 00.890,47.33879,-123.00890,WA,1.2014,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29,59,89,179,359,29,59,89,179,359
5066033,N,3,13440001,12/1/12,0,48,63,11,2,8,3,2,173,2,2012,12/1/12,Q4.2012,48 49.00,-123 36.04,48.49000,-123.36040,BC,2.2012,2,9.70,10.28,11.95,12.78,12.78,NaN,NaN,NaN,NaN,NaN,27,51,84,106,106,29,59,89,179,359
5069728,N,3,26140001,4/17/13,47,43,39,19,2,8,2,2,173,0,2013,4/17/13,Q2.2013,47 17.042,-122 28.959,47.17042,-122.28959,WA,1.2013,0,8.84,8.84,8.84,10.88,15.13,0.71,0.71,0.71,0.71,2.00,16,16,16,179,242,16,16,16,16,242
5087534,E,3,27030108,8/7/14,48,0,50,10,2,5,2,12,173,2,2014,8/7/14,Q3.2014,48 23.403,-124 44.252,48.23403,-124.44252,WA,2.2014,2,12.46,12.60,12.89,12.89,
